WS_ID,Ticker,ISIN,MIC,Instrument,Membership,IVV_ISIN,Identity,History,Liquidity,Eligibility,Canonical,Integration_Class,HONA
US1:US6974351057:XNAS,PANW,US6974351057,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6974351057,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7010941042:XNYS,PH,US7010941042,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7010941042,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7043261079:XNAS,PAYX,US7043261079,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7043261079,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US70450Y1038:XNAS,PYPL,US70450Y1038,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US70450Y1038,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7134481081:XNYS,PEP,US7134481081,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7134481081,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7170811035:XNYS,PFE,US7170811035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7170811035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US69331C1080:XNYS,PCG,US69331C1080,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US69331C1080,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7181721090:XNYS,PM,US7181721090,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7181721090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7185461040:XNYS,PSX,US7185461040,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7185461040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7234841010:XNYS,PNW,US7234841010,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7234841010,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6934751057:XNYS,PNC,US6934751057,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6934751057,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US6935061076:XNYS,PPG,US6935061076,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US6935061076,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US69351T1060:XNYS,PPL,US69351T1060,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US69351T1060,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7427181091:XNYS,PG,US7427181091,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7427181091,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7433151039:XNYS,PGR,US7433151039,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7433151039,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7445731067:XNYS,PEG,US7445731067,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7445731067,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US69370C1009:XNAS,PTC,US69370C1009,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US69370C1009,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7458671010:XNYS,PHM,US7458671010,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7458671010,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US74762E1029:XNYS,PWR,US74762E1029,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US74762E1029,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7475251036:XNAS,QCOM,US7475251036,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7475251036,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7512121010:XNYS,RL,US7512121010,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7512121010,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7547301090:XNYS,RJF,US7547301090,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7547301090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US75513E1010:XNYS,RTX,US75513E1010,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US75513E1010,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US75886F1075:XNAS,REGN,US75886F1075,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US75886F1075,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7591EP1005:XNYS,RF,US7591EP1005,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7591EP1005,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7607591002:XNYS,RSG,US7607591002,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7607591002,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7611521078:XNYS,RMD,US7611521078,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7611521078,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7707001027:XNAS,HOOD,US7707001027,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7707001027,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7739031091:XNYS,ROK,US7739031091,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7739031091,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7757111049:XNYS,ROL,US7757111049,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7757111049,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7766961061:XNYS,ROP,US7766961061,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7766961061,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US7782961038:XNAS,ROST,US7782961038,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US7782961038,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US78409V1044:XNYS,SPGI,US78409V1044,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US78409V1044,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US79466L3024:XNYS,CRM,US79466L3024,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US79466L3024,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US80004C2008:XNAS,SNDK,US80004C2008,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US80004C2008,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US81762P1021:XNYS,NOW,US81762P1021,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US81762P1021,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8243481061:XNYS,SHW,US8243481061,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8243481061,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US83088M1027:XNAS,SWKS,US83088M1027,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US83088M1027,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8326964058:XNYS,SJM,US8326964058,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8326964058,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8330341012:XNYS,SNA,US8330341012,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8330341012,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US83444M1018:XNYS,SOLV,US83444M1018,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US83444M1018,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8425871071:XNYS,SO,US8425871071,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8425871071,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8447411088:XNYS,LUV,US8447411088,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8447411088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8545021011:XNYS,SWK,US8545021011,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8545021011,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8552441094:XNAS,SBUX,US8552441094,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8552441094,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8574771031:XNYS,STT,US8574771031,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8574771031,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8581191009:XNAS,STLD,US8581191009,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8581191009,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8591521005:XNYS,STE,US8591521005,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,IE00BFY8C754,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US8636671013:XNYS,SYK,US8636671013,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8636671013,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US86800U1043:XNAS,SMCI,US86800U1043,XNAS,COMMON_STOCK,MEMBERSHIP_CONFLICT,US86800U3023,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US87165B1035:XNYS,SYF,US87165B1035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US87165B1035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8716071076:XNAS,SNPS,US8716071076,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8716071076,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8718291078:XNYS,SYY,US8718291078,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8718291078,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8725901040:XNAS,TMUS,US8725901040,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8725901040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US74144T1088:XNAS,TROW,US74144T1088,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US74144T1088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8740541094:XNAS,TTWO,US8740541094,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8740541094,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8760301072:XNYS,TPR,US8760301072,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8760301072,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US87612G1013:XNYS,TRGP,US87612G1013,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US87612G1013,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US87612E1064:XNYS,TGT,US87612E1064,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US87612E1064,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8793601050:XNYS,TDY,US8793601050,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8793601050,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US88160R1014:XNAS,TSLA,US88160R1014,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US88160R1014,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8825081040:XNAS,TXN,US8825081040,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8825081040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US88262P1021:XNYS,TPL,US88262P1021,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US88262P1021,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8832031012:XNYS,TXT,US8832031012,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8832031012,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8835561023:XNYS,TMO,US8835561023,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8835561023,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8725401090:XNYS,TJX,US8725401090,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8725401090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US87256C1018:XNYS,TKO,US87256C1018,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US87256C1018,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US88339J1051:XNAS,TTD,US88339J1051,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US88339J1051,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US8923561067:XNAS,TSCO,US8923561067,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8923561067,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US45687V1061:XNYS,TT,US45687V1061,XNYS,COMMON_STOCK,MEMBERSHIP_CONFLICT,IE00BK9ZQ967,PASS,PASS,PREFERRED,ELIGIBLE,PASS,B,NO
US1:US8936411003:XNYS,TDG,US8936411003,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US8936411003,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US89417E1091:XNYS,TRV,US89417E1091,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US89417E1091,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US89832Q1094:XNYS,TFC,US89832Q1094,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US89832Q1094,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9022521051:XNYS,TYL,US9022521051,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9022521051,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9024941034:XNYS,TSN,US9024941034,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9024941034,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9029733048:XNYS,USB,US9029733048,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9029733048,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US90353T1007:XNYS,UBER,US90353T1007,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US90353T1007,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US90384S3031:XNAS,ULTA,US90384S3031,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US90384S3031,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9078181081:XNYS,UNP,US9078181081,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9078181081,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9113121068:XNYS,UPS,US9113121068,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9113121068,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9113631090:XNYS,URI,US9113631090,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9113631090,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US91324P1021:XNYS,UNH,US91324P1021,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US91324P1021,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9139031002:XNYS,UHS,US9139031002,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9139031002,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US91913Y1001:XNYS,VLO,US91913Y1001,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US91913Y1001,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9224751084:XNYS,VEEV,US9224751084,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9224751084,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92338C1036:XNYS,VLTO,US92338C1036,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92338C1036,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92343E1029:XNAS,VRSN,US92343E1029,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92343E1029,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92345Y1064:XNAS,VRSK,US92345Y1064,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92345Y1064,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92532F1003:XNAS,VRTX,US92532F1003,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92532F1003,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92537N1081:XNYS,VRT,US92537N1081,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92537N1081,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92556V1061:XNAS,VTRS,US92556V1061,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92556V1061,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92826C8394:XNYS,V,US92826C8394,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92826C8394,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92840M1027:XNYS,VST,US92840M1027,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92840M1027,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9291601097:XNYS,VMC,US9291601097,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9291601097,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US0844231029:XNYS,WRB,US0844231029,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US0844231029,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US3848021040:XNYS,GWW,US3848021040,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US3848021040,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9297401088:XNYS,WAB,US9297401088,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9297401088,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9311421039:XNAS,WMT,US9311421039,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9311421039,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US2546871060:XNYS,DIS,US2546871060,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US2546871060,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9344231041:XNAS,WBD,US9344231041,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9344231041,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US94106L1098:XNYS,WM,US94106L1098,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US94106L1098,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9418481035:XNYS,WAT,US9418481035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9418481035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US92939U1060:XNYS,WEC,US92939U1060,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US92939U1060,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9497461015:XNYS,WFC,US9497461015,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9497461015,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9553061055:XNYS,WST,US9553061055,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9553061055,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9581021055:XNAS,WDC,US9581021055,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9581021055,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9699041011:XNYS,WSM,US9699041011,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9699041011,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9694571004:XNYS,WMB,US9694571004,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9694571004,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9831341071:XNAS,WYNN,US9831341071,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9831341071,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US98419M1009:XNYS,XYL,US98419M1009,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US98419M1009,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9884981013:XNYS,YUM,US9884981013,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9884981013,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US9892071054:XNAS,ZBRA,US9892071054,XNAS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US9892071054,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US98956P1021:XNYS,ZBH,US98956P1021,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US98956P1021,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
US1:US98978V1035:XNYS,ZTS,US98978V1035,XNYS,COMMON_STOCK,MEMBERSHIP_VERIFIED,US98978V1035,PASS,PASS,PREFERRED,ELIGIBLE,PASS,A,NO
